Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2019-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Djibouti,DJI,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominica,DMA,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,46832000000,53767000000,60605000000,62140000000,71369000000,80905000000,93657000000,1.05889E+11,1.14351E+11,1.23629E+11,1.36413E+11,1.54214E+11,1.77581E+11,2.02525E+11,2.33344E+11,2.41156E+11,2.52378E+11,2.57997E+11,2.54311E+11,2.59412E+11,2.7216E+11,2.86414E+11,3.13484E+11,3.28159E+11,3.4686E+11,3.63862E+11,3.80069E+11,3.96375E+11,4.19226E+11,4.13751E+11,4.24734E+11,4.33048E+11,4.71261E+11,5.24513E+11,5.35973E+11,6.10213E+11,6.02079E+11,5.71473E+11,5.92847E+11,6.04909E+11,6.3381E+11,6.52612E+11,7.23131E+11,6.90765E+11,7.0256E+11,7.25807E+11,
Dominican Republic,DOM,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,275300000,315100000,421900000,578800000,524100000,575100000,537400000,606600000,696900000,734400000,659600000,779800000,1046100000,1521700000,2006000000,2519200000,3843800000,5250200000,6209500000,9378600000,15769300000,18239000000,19463900000,22642700000,24335100000,31986000000,36426900000,40412500000,47843000000,57177457517,63100647726,73831265378,1.17203E+11,1.48412E+11,1.7653E+11,2.17104E+11,2.35306E+11,2.19365E+11,2.42097E+11,2.71804E+11,3.10814E+11,3.53762E+11,3.91643E+11,4.10704E+11,4.5024E+11,4.95515E+11,
Algeria,DZA,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.98138E+11,5.69302E+11,7.866E+11,8.78778E+11,7.08384E+11,8.74888E+11,1.52274E+12,1.3546E+12,1.4258E+12,1.4487E+12,1.64821E+12,2.32648E+12,3.46445E+12,3.50088E+12,4.9976E+12,3.50305E+12,4.12543E+12,5.42487E+12,,,,,,,
East Asia & Pacific (excluding high income),EAP,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Early-demographic dividend,EAR,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),ECA,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,ECS,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,ECU,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Egypt, Arab Rep.",EGY,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,1089000000,1162000000,2095000000,2254000000,2685000000,,4299000000,4872000000,5608000000,5829000000,6436000000,7197000000,7504000000,8839000000,10656000000,12679000000,16580000000,25706000000,29122000000,33333000000,35951000000,40060000000,42450000000,,,,,50802000000,55736000000,67146000000,75759600000,97778900000,1.14326E+11,1.37195E+11,1.63223E+11,1.70494E+11,1.92072E+11,2.0741E+11,2.51118E+11,2.60289E+11,3.05957E+11,,,
Euro area,EMU,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73073000000,79786000000,81171000000,87732000000,95711000000,1.04901E+11,1.1093E+11,1.12421E+11,1.17527E+11,1.28891E+11,1.45714E+11,1.625E+11,1.80764E+11,1.47982E+11,1.18776E+11,1.40159E+11,1.33247E+11,1.27256E+11,1.4354E+11,1.47915E+11,1.5585E+11,1.55007E+11,1.61035E+11,
Estonia,EST,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1274426.031,6956650.558,14953265.44,26996999.9,653570000,804040000,1004560000,1127570000,1131370000,1214960000,1342990000,1535910000,1733950000,1978240000,2166600000,2708260000,3316840000,3207630000,3041320000,2922270000,3209350000,3574750000,3813780000,4159480000,4470430000,4732420000,4988470000,
Ethiopia,ETH,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2177300000,2076500000,1647000000,2230100000,3076400000,4039800000,4835100000,5873400000,6059600000,6295800000,,5541400000,6512103522,6746100000,8453800000,9360400000,10960800000,13539800000,19551500000,22242100000,31500800000,47435430000,70081250181,75983252160,93478489617,1.08397E+11,1.26813E+11,1.39364E+11,
European Union,EUU,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragile and conflict affected situations,FCS,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,2237908549,2753740920,3366954100,4040714933,5113081152,5498736068,5628745335,6171824149,7222157750,8575565994,9486135428,10666646484,12155950573,13674687549,15030282236,15348493793,18558696745,21170655243,22210897569,21237594038,21097157119,19215134222,20970847987,20401664000,22367215900,25060903700,27358351100,28412776900,33074699600,31658726500,33360200000,33473000000,34629000000,35890000000,37035000000,39407000000,39807000000,34319000000,34997000000,39635000000,40480000000,42179000000,42686000000,43272000000,45273000000,46882000000,
Fiji,FJI,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450590000,446620000,497320000,539870000,574450000,615310000,633520000,,,,,,,,1048871000,1085415000,1245483074,,,,1312065197,1558299102,1651774804,1824426330,2083159152,2331646304,2425413730,2723607917,
France,FRA,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,29224476604,32029538522,39514785268,41801520526,51360073907,55964034228,63647464697,74989671579,87155103155,98771718268,1.14855E+11,1.26487E+11,1.38347E+11,1.48897E+11,1.60148E+11,1.70089E+11,1.77756E+11,1.88516E+11,1.97374E+11,2.06531E+11,2.08855E+11,2.09968E+11,2.25167E+11,2.38296E+11,2.56402E+11,2.73917E+11,3.12724E+11,3.32675E+11,3.47515E+11,3.61273E+11,3.59954E+11,3.62276E+11,3.79405E+11,3.95753E+11,4.19252E+11,4.32199E+11,4.41282E+11,4.03374E+11,4.40748E+11,4.52006E+11,4.73793E+11,4.94759E+11,5.0128E+11,5.13564E+11,5.18426E+11,5.46365E+11,
Faroe Islands,FRO,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11283705,12321356,13840968,15453239,16008357,17340657,40049592,17148194,19947513,38162243,
Gabon,GAB,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23261E+12,1.3956E+12,1.35771E+12,1.091E+12,9.53069E+11,,
United Kingdom,GBR,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,15665000000,16561000000,20940000000,26516000000,30810000000,35179000000,38806000000,45405000000,58042000000,66301000000,76257000000,79615000000,85965000000,95822000000,1.00529E+11,1.05596E+11,1.17637E+11,1.28951E+11,1.48693E+11,1.61001E+11,1.63205E+11,1.62645E+11,1.77335E+11,1.97897E+11,2.0989E+11,2.25508E+11,2.48566E+11,2.64378E+11,2.85668E+11,2.91292E+11,2.95146E+11,3.07133E+11,3.30634E+11,3.54345E+11,3.76756E+11,3.98207E+11,4.17388E+11,3.70598E+11,4.02763E+11,4.25282E+11,4.25615E+11,4.42327E+11,4.58035E+11,4.75689E+11,5.01779E+11,5.27155E+11,
Georgia,GEO,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379600000,363700000,448000000,462400000,490700000,567900000,602300000,975300000,1407300000,2130300000,3010500000,4541600000,4161700000,4592400000,5802000000,6311100000,6287700000,6847000000,7549600000,7986800000,8991300000,
Ghana,GHA,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21967700,31945300,30183200,50915200,,,,,,,,654546800,854748400,1222441216,1737730248,2073746956,2395621821,3213370743,4193608293,4615857209,6164294730,8892168867,,,17004655173,32944748220,,,
Gibraltar,GIB,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64179E+11,2.13118E+11,2.44238E+11,3.21213E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gambia, The",GMB,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454810000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,GNB,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80929917589,
Equatorial Guinea,GNQ,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.09951E+11,4.72788E+11,6.88634E+11,9.05659E+11,6.12377E+11,7.06113E+11,9.9928E+11,9.23217E+11,8.91871E+11,8.93101E+11,4.25289E+11,4.23787E+11,
Greece,GRC,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,191724137.9,242435803.4,281907556.9,340983125.5,470873074.1,546118855.5,681790168.7,822949376.4,979046221.6,1048862803,1598796772,1992223037,2219163610,2677035950,3611357300,4267204696,4793132795,4905267792,6886074835,,,,,17292000000,19202000000,22394000000,25714000000,28675000000,31739000000,31866000000,34763000000,35258000000,37067000000,40499000000,43527000000,47104000000,48915000000,46974000000,45690000000,45699000000,45717000000,43394000000,44020000000,44405000000,47037000000,47329000000,
Grenada,GRD,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150320000,147120000,158940000,157870000,172200000,,,,232000000,265130000,254570000,262410000,298300000,279505400,343885996,359983681,402829817,433776245,379936687,389893103,403032761,403180761,418984458,478154120,,,,
Greenland,GRL,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2355930000,3465220000,4488320000,5023710000,5051540000,6569610000,8144000000,9382470000,11623310000,13863060000,15071600000,15966240000,19306700000,20317660000,22001040000,23276840000,27251600000,31566600000,33356000000,31829943218,34759290440,40209543217,42772028391,46228088905,49119745755,49852971094,54239425930,,
Guam,GUM,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High income,HIC,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hong Kong SAR, China",HKG,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,171400000,197600000,230100000,249200000,314400000,437200000,489400000,576800000,699500000,699100000,,,,,,,,,,,,,,,,,,,,,,19632400000,23411900000,26707600000,31434900000,38269987000,42329200000,39034950000,43172300000,49543840000,53289770000,56719040704,68591319941,79854851282,,,
Heavily indebted poor countries (HIPC),HPC,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65690000,534140000,8404690000,23497210000,26678010000,29146840000,32000000000,40452570000,38317530000,39939000000,40492000000,46687261000,50334413000,52337053000,56396487000,62547707000,68479029000,71988896000,65821994000,65013561000,64089682000,65273689000,67480823000,66035294000,70681707000,75181646000,79018235000,
Haiti,HTI,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,HUN,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,2.858E+11,3E+11,3.425E+11,3.527E+11,3.219E+11,3.876E+11,4.368E+11,5.036E+11,5.182E+11,6.109E+11,6.636E+11,7.365E+11,9.226E+11,1.0979E+12,1.34553E+12,1.62327E+12,1.83698E+12,2.15769E+12,2.51896E+12,2.96361E+12,3.27848E+12,3.62247E+12,3.94462E+12,4.29623E+12,4.49189E+12,4.79844E+12,5.49288E+12,6.32254E+12,6.16316E+12,6.22034E+12,5.98225E+12,6.58857E+12,6.88156E+12,7.4914E+12,8.04258E+12,8.27285E+12,8.90461E+12,
IBRD only,IBD,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA & IBRD total,IBT,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA total,IDA,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA blend,IDB,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,IDN,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,5.68E+11,9.33E+11,1.71E+12,2.093E+12,2.767E+12,3.369E+12,4.07E+12,6.496E+12,9.898E+12,1.1857E+13,1.196E+13,1.3872E+13,1.5221E+13,1.7761E+13,1.4993E+13,1.8827E+13,2.1435E+13,2.6678E+13,3.74316E+13,3.9098E+13,4.44999E+13,4.7344E+13,6.0958E+13,6.8017E+13,7.581E+13,1.00506E+14,1.43627E+14,1.7943E+14,,1.90614E+14,2.15468E+14,2.49404E+14,2.83093E+14,,,,6.58701E+14,6.19922E+14,7.23307E+14,8.73874E+14,9.80518E+14,1.08E+15,1.15E+15,1.24E+15,1.28E+15,1.34E+15,
IDA only,IDX,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,64940000000,76900000000,84300000000,89430000000,1.0481E+11,1.1972E+11,1.3274E+11,1.5919E+11,1.7913E+11,2.0861E+11,2.347E+11,2.8668E+11,3.3197E+11,3.7664E+11,4.4468E+11,5.1638E+11,5.7574E+11,6.7358E+11,7.4637E+11,7.4768E+11,9.2294E+11,1.11237E+12,1.28762E+12,1.39209E+12,1.43789E+12,1.71752E+12,1.88527E+12,1.87059E+12,2.16266E+12,2.54346E+12,3.04958E+12,3.66152E+12,4.73512E+12,5.93147E+12,6.05298E+12,6.24527E+12,7.93072E+12,8.8913E+12,1.07761E+13,1.23587E+13,1.24488E+13,1.45565E+13,1.70324E+13,1.91158E+13,
Not classified,INX,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,702165157.4,859612679.1,943415392.3,1159270866,1580823908,1844929428,2144587614,2496305062,3255608433,4127918493,5068794409,5842064899,6622953817,6948006765,7411461164,7954909061,9051962761,9079896999,9599219873,10066483486,10822104616,11647307393,13115886455,14526000000,16367000000,18650000000,21310000000,24730000000,28588000000,29556000000,31982000000,35172000000,39174000000,43355000000,49592000000,51114000000,44594000000,37400000000,36558000000,37531000000,39468000000,41111000000,45057000000,49456000000,51743000000,54629000000,
"Iran, Islamic Rep.",IRN,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,1.074E+11,1.408E+11,1.693E+11,2.892E+11,3.63E+11,4.674E+11,4.876E+11,3.818E+11,3.492E+11,5.613E+11,6.3E+11,8.23E+11,9.6E+11,1.1587E+12,1.0859E+12,1.1662E+12,1.1902E+12,1.4623E+12,2.1167E+12,3.3142E+12,4.9449E+12,4.097E+12,6.108E+12,1.2278E+13,2.1489E+13,3.2164E+13,3.0562E+13,3.95551E+13,3.6813E+13,4.24298E+13,5.11231E+13,6.54394E+13,8.50491E+13,1.35143E+14,1.51849E+14,1.92815E+14,2.40954E+14,3.02247E+14,,,,,,,,,
Iraq,IRQ,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.43634E+12,2.57212E+12,4.0917E+12,,
Iceland,ISL,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,169100000,238000000,360000000,494800000,662100000,911300000,1440200000,2203200000,3441100000,5690700000,9090000000,14136700000,19014600000,24901600000,33296400000,44183500000,58591000000,75851000000,88628600000,93175900000,94376600000,94615800000,99458200000,1.03751E+11,1.15794E+11,1.18062E+11,1.44549E+11,1.6802E+11,1.78139E+11,1.82631E+11,1.92973E+11,2.07585E+11,2.40338E+11,2.88301E+11,3.27982E+11,3.5736E+11,3.60148E+11,3.21362E+11,3.36083E+11,3.61985E+11,3.94854E+11,4.3041E+11,5.1099E+11,5.24319E+11,9.44855E+11,6.32042E+11,
Israel,ISR,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,900000,1100000,2000000,2800000,4100000,6100000,9500000,20300000,44200000,100200000,263600000,680600000,3198800000,11396400000,17339000000,20550600000,23797400000,26644200000,31935100000,30971000000,49552000000,58082000000,71458000000,81729000000,92460000000,1.05344E+11,1.13205E+11,1.23956E+11,1.46351E+11,1.46676E+11,1.47559E+11,1.44337E+11,1.50833E+11,1.6215E+11,1.78958E+11,1.9129E+11,1.84215E+11,1.78285E+11,1.96827E+11,2.12779E+11,2.19479E+11,2.42394E+11,2.57018E+11,2.71891E+11,2.85227E+11,3.12541E+11,
Italy,ITA,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,6631823041,9048324872,9761551850,13595727869,17501691396,21572404675,26656406390,36662758809,44970484488,57864347431,73425710257,83265763556,90952708042,1.09337E+11,1.15918E+11,1.39289E+11,1.57588E+11,1.76725E+11,1.98084E+11,2.14254E+11,2.27407E+11,2.29717E+11,2.28355E+11,2.40662E+11,2.67721E+11,2.66588E+11,2.80402E+11,2.78976E+11,2.89408E+11,2.91768E+11,2.9864E+11,3.03686E+11,3.09157E+11,3.42585E+11,3.60165E+11,3.57316E+11,3.5288E+11,3.57217E+11,3.65164E+11,3.81243E+11,3.8074E+11,3.80778E+11,3.85963E+11,3.9738E+11,4.00364E+11,
Jamaica,JAM,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2160973001,2799330001,3943628701,5274935001,8551228001,11948610281,16917347684,50260913608,55191306961,59224317033,66970327085,75962113162,87074364261,90568169649,1.02859E+11,1.3107E+11,1.50482E+11,1.62576E+11,1.88354E+11,2.19518E+11,2.46217E+11,2.6586E+11,2.79874E+11,2.89882E+11,3.19765E+11,3.43836E+11,3.70877E+11,4.11854E+11,4.58323E+11,4.96895E+11,
Jordan,JOR,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497180000,530960000,829390000,812470000,871060000,976350000,1065310000,978950000,1016690000,1046380000,1139640000,1188770000,1187700000,1316920000,1698725099,2179200000,2621330000,2995200000,2758100000,2879900000,2985900000,3062200000,3351400000,3652400000,4037200000,4096100000,4254400000,4343300000,
Japan,JPN,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,1.0121E+13,1.3725E+13,1.5813E+13,1.4478E+13,1.5872E+13,1.7748E+13,1.9739E+13,2.2993E+13,2.6392E+13,2.9517E+13,3.0975E+13,3.2061E+13,3.4854E+13,3.819E+13,3.9629E+13,4.4498E+13,4.9024E+13,5.2337E+13,5.873E+13,6.3413E+13,5.7561E+13,5.7408E+13,5.55355E+13,5.61655E+13,5.68638E+13,5.68949E+13,5.31442E+13,5.07872E+13,5.46313E+13,5.17562E+13,4.67566E+13,4.59684E+13,4.87243E+13,5.31314E+13,5.53895E+13,5.37334E+13,4.65082E+13,4.09659E+13,4.40801E+13,4.59802E+13,4.79238E+13,5.21321E+13,5.89375E+13,6.06957E+13,5.97891E+13,6.34628E+13,
Kazakhstan,KAZ,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13492E+11,1.26438E+11,1.56182E+11,2.65746E+11,3.13432E+11,4.58227E+11,6.03396E+11,8.16458E+11,,,,,,3.42774E+12,5.15657E+12,4.12877E+12,5.77071E+12,5.63136E+12,4.02125E+12,4.66153E+12,5.60266E+12,
Kenya,KEN,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.11804E+11,1.0216E+12,1.13656E+12,1.27696E+12,
Kyrgyz Republic,KGZ,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70316400000,72329400000,80734200000,90426400000,
Cambodia,KHM,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.37146E+12,1.39715E+12,1.74021E+12,2.03285E+12,2.44134E+12,3.39803E+12,4.42985E+12,4.15402E+12,4.70623E+12,5.28742E+12,6.28173E+12,7.40759E+12,9.86373E+12,1.07071E+13,1.20448E+13,1.41831E+13,
Kiribati,KIR,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31055816.27,33653731.65,34589225.79,35370862.35,50309732.92,59782608.32,53679919.71,
St. Kitts and Nevis,KNA,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84390000,86850000,94950000,108230000,121500000,,,,,,188000000,194600000,272823000,272537000,290899000,305267961,362774055,402589082,420722586.3,394462716.1,342961413.8,408037963.8,399008160.8,421256040.2,474890000,507470000,498940000,496930000,
"Korea, Rep.",KOR,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,4.76E+11,5.79E+11,9.15E+11,1.393E+12,2.093E+12,2.63E+12,3.661E+12,4.778E+12,5.825E+12,7.278E+12,8.419E+12,1.0077E+13,1.092E+13,1.1897E+13,1.3634E+13,1.6376E+13,1.9526E+13,2.1282E+13,2.6913E+13,3.0397E+13,3.5333E+13,3.9397E+13,4.7261E+13,5.6774E+13,6.4961E+13,6.9928E+13,6.77977E+13,7.5658E+13,9.29347E+13,9.57928E+13,1.03968E+14,1.14664E+14,1.17796E+14,1.27466E+14,1.38044E+14,1.61459E+14,1.67306E+14,1.64542E+14,1.77718E+14,1.92381E+14,2.02733E+14,2.04571E+14,2.0695E+14,2.18165E+14,2.43395E+14,2.66063E+14,
Kuwait,KWT,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,548000000,597000000,1246000000,,,187000000,324000000,149000000,209000000,261000000,214000000,197000000,201000000,125000000,109000000,79000000,71000000,84000000,82000000,8000000,5000000,79000000,105000000,93000000,91000000,108000000,118000000,,,111000000,137000000,189000000,232000000,243000000,286000000,354000000,347000000,296000000,324000000,340000000,349000000,384000000,412000000,476000000,,,
Latin America & Caribbean (excluding high income),LAC,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lao PDR,LAO,Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
